id,text,annotator,annotation_id,created_at,updated_at,lead_time,Pasien,Usia pasien,Penyakit,Gejala,Kapan,Periode,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Objek,Penutup,Referensi,Artikel,Pengukuran,Predikat
469-1-0,    melakukan terapi,1,469,2022-11-14T13:34:44.872580Z,2022-11-14T13:34:44.872628Z,1.944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468-1-0,    memberikan contoh dalam menjalankan kegiatan sehari haari,1,468,2022-11-14T13:34:41.738681Z,2022-11-14T13:34:41.738712Z,3.584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467-1-0,    membaut jadwal kegiatan sehari hari dan ditepati,1,467,2022-11-14T13:34:36.945242Z,2022-11-14T13:34:36.945268Z,3.138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
466-1-0,    banyak menghabiskan waktu dengan anak,1,466,2022-11-14T13:34:32.519751Z,2022-11-14T13:34:32.519777Z,5.149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
465-1-0,Pada penderita adhd perlu dilakukan kesabaran dan pendampingan yang lebih agar dapat mengoptimalkan perkembangan anak.,1,465,2022-11-14T13:34:25.835252Z,2022-11-14T13:34:25.835275Z,21.682,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
465-1-119,Pada anak dengan ADHD cara perlu dilakukan hal berikut ini seperti:,1,465,2022-11-14T13:34:25.835252Z,2022-11-14T13:34:25.835275Z,21.682,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464-1-0,Autisme merupakan kelainan perkembangan saraf yang dapat mengakibatkan gangguan dalam berperilaku dan berinteraksi dengan sesama.,1,464,2022-11-14T13:34:01.371972Z,2022-11-14T13:34:01.371999Z,67.796,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464-1-130,Autisme ini dapat disebabkan oleh berbagai macam hal.,1,464,2022-11-14T13:34:01.371972Z,2022-11-14T13:34:01.371999Z,67.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464-1-184,Sedangkan ADHD atauAttention deficit Hyperactivity Disorder gangguan pada perilaku yang menyebabkan hiperaktif kurang perhatian dan tindakan impulsif.,1,464,2022-11-14T13:34:01.371972Z,2022-11-14T13:34:01.371999Z,67.796,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464-1-335,Kedua gangguan ini berbeda perlu dipahami.,1,464,2022-11-14T13:34:01.371972Z,2022-11-14T13:34:01.371999Z,67.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464-1-378,"Pada anak dengan ADHD banyak tidak suka melakukan kegiatan setiap hari dalam waktu lama, berbicara tanpa henti, dan tidak fokus.",1,464,2022-11-14T13:34:01.371972Z,2022-11-14T13:34:01.371999Z,67.796,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463-1-0,"alo, terima kasih sudah bertanya kepada alodokter.",1,463,2022-11-14T13:32:51.912477Z,2022-11-14T13:32:51.912502Z,8.235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
463-1-51,saya dr. Ainul,1,463,2022-11-14T13:32:51.912477Z,2022-11-14T13:32:51.912502Z,8.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462-1-0,Apakah ADHD sama dengan cacat mental atau autis ya dok ?,1,462,2022-11-14T13:32:42.312643Z,2022-11-14T13:32:42.312669Z,29.826,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
462-1-57,Apakah pengidap ADHD memerlukan sekolah khusus?,1,462,2022-11-14T13:32:42.312643Z,2022-11-14T13:32:42.312669Z,29.826,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461-1-0,Semoga informasi ini dapat membantu.,1,461,2022-11-14T13:32:11.542834Z,2022-11-14T13:32:11.542872Z,13.281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461-1-37,Salam.,1,461,2022-11-14T13:32:11.542834Z,2022-11-14T13:32:11.542872Z,13.281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460-1-0,Anda sebaiknya berkonsultasi dengan psikolog atau psikiater untuk mendapatkan diagnosis pasti.,1,460,2022-11-14T13:31:57.173950Z,2022-11-14T13:31:57.173974Z,44.717,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
460-1-95,Kecenderungan untuk terlibat dalam konflik atau perasaan iritabilitas yang tinggi mungkin juga disebabkan oleh masalah lain seperti gangguan kecemasan.,1,460,2022-11-14T13:31:57.173950Z,2022-11-14T13:31:57.173974Z,44.717,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460-1-247,Semakin cepat anda berkonsultasi maka semakin dini masalah anda dapat diatasi agar tidak berdampak terhadap sosialisasi maupun pekerjaan anda.,1,460,2022-11-14T13:31:57.173950Z,2022-11-14T13:31:57.173974Z,44.717,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
459-1-0,ADHD tidak dapat berkembang mulai dewasa.,1,459,2022-11-14T13:31:11.352127Z,2022-11-14T13:31:11.352151Z,97.838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459-1-42,"ADHD selalu terjadi sejak kecil, namun kadangkala tidak terdiagnosis hingga dewasa.",1,459,2022-11-14T13:31:11.352127Z,2022-11-14T13:31:11.352151Z,97.838,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
459-1-126,Saat kecil seorang anak mungkin menunjukkan gejala ADHD namun gejalanya tersamar karena anak masih berada dalam kontrol perilaku oleh orang tua dan masih berada dalam struktur sekolah yang cenderung teratur.,1,459,2022-11-14T13:31:11.352127Z,2022-11-14T13:31:11.352151Z,97.838,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459-1-334,"Saat beranjak dewasa dimana perilaku sudah tidak dikontrol orang tua dan seseorang berada pada lingkungan kampus atau kantor yang lebih bebas strukturnya dibanding sekolah, maka gejala dapat mulai tampak lebih jelas.",1,459,2022-11-14T13:31:11.352127Z,2022-11-14T13:31:11.352151Z,97.838,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
458-1-0,"Seperti yang mungkin sudah anda ketahui, ADHD adalah sekumpulan gejala dan tanda gangguan psikologis yang utamanya menyangkut gangguan fokus dan konsentrasi.",1,458,2022-11-14T13:29:31.551308Z,2022-11-14T13:29:31.551332Z,80.915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458-1-158,Orang dengan ADHD memiliki kemampuan mempertahankan fokus yang singkat sehingga tidak jarang mengalami perubahan mood seperti bosan atau mudah tersinggung.,1,458,2022-11-14T13:29:31.551308Z,2022-11-14T13:29:31.551332Z,80.915,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458-1-314,"Gejala lain yang juga menonjol adalah impulsif, dimana seseorang melakukan sesuatu tanpa dipikirkan matang-matang, tidak terpikir konsekuensi.",1,458,2022-11-14T13:29:31.551308Z,2022-11-14T13:29:31.551332Z,80.915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458-1-457,"Orang dengan ADHD seringkali terlihat sulit duduk atau berdiri diam, sering menyela pembicaraan orang lain, dan melakukan kegiatan fisik yang tidak bertujuan.",1,458,2022-11-14T13:29:31.551308Z,2022-11-14T13:29:31.551332Z,80.915,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458-1-616,Kondisi ADHD sulit dibedakan dengan spektrum autisme karena gejala dan tandanya mirip.,1,458,2022-11-14T13:29:31.551308Z,2022-11-14T13:29:31.551332Z,80.915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457-1-0,Alo Wahyu.,1,457,2022-11-14T13:28:09.698822Z,2022-11-14T13:28:09.698845Z,6.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
456-1-0,"Alodok, saya mau bertanya terkait apakah orang yg sudah dewasa bisa mengidap ADHD, atau hanya pada anak"" saja penyakit ini bisa diderita.",1,456,2022-11-14T13:28:01.590143Z,2022-11-14T13:28:01.590180Z,99.121,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
456-1-138,Mengingat saya merasakan gejala seperi apa yang pengidap adhd rasakan di usia saya yg sudah 27 tahun.,1,456,2022-11-14T13:28:01.590143Z,2022-11-14T13:28:01.590180Z,99.121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456-1-240,"Antara lain, saya tak jarang mengalami konflik dengan pengguna jalan lain saat saya berkendara, memang saya terbiasa berkendara dengan kecepatan diatas rata"".",1,456,2022-11-14T13:28:01.590143Z,2022-11-14T13:28:01.590180Z,99.121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456-1-399,"Terkadang juga saya sulit untuk berada dalam keadaan santai, ketika saya berusaha santai tanpa sadar saya memikirkan hal hal lain dan berdiri dari tempat duduk untuk sekedar berjalan dari satu titik ke titik lain secara terus menerus (bolak balik).",1,456,2022-11-14T13:28:01.590143Z,2022-11-14T13:28:01.590180Z,99.121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456-1-648,"Sekian pertanyaan saya, terima kasih sebelumnya.",1,456,2022-11-14T13:28:01.590143Z,2022-11-14T13:28:01.590180Z,99.121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
455-1-0,Saya dr. Ainul,1,455,2022-11-14T13:26:17.107450Z,2022-11-14T13:26:17.107474Z,1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454-1-0,"Sementara itu, beberapa anjuran yang dapat Anda lakukan :",1,454,2022-11-14T13:26:11.017460Z,2022-11-14T13:26:11.017485Z,1.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453-1-0,Semoga membantu ya..,1,453,2022-11-14T13:15:59.853029Z,2022-11-14T13:15:59.853052Z,10.774,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452-1-0,"Saran kami, Anda ajaklah wali dari anak tersebut untuk berdiskusi.",1,452,2022-11-14T13:15:47.599374Z,2022-11-14T13:15:47.599399Z,28.022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452-1-67,"Jika perlu, minta juga pendampingan dari ahlinya, yakni dokter, psikiater, atau psikolog sehingga bisa diberikan arahan dalam memilih jenis sekolah terbaik.",1,452,2022-11-14T13:15:47.599374Z,2022-11-14T13:15:47.599399Z,28.022,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
451-1-0,"Terkait pertanyaan Anda, gejala pada anak dengan ADHD bisa bervariasi derajat keparahannya.",1,451,2022-11-14T13:15:18.192982Z,2022-11-14T13:15:18.193024Z,146.743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451-1-92,Hal ini tergantung juga dari seberapa intensif penanganan yang diberikan.,1,451,2022-11-14T13:15:18.192982Z,2022-11-14T13:15:18.193024Z,146.743,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
